name,dataset_name,num_selected,processing_time
Autoencoder,Prostate_GSE6919_U95C,12646,32.8860416677263
ChannelAttention,Prostate_GSE6919_U95C,12646,11.21006197021121
IntegratedGradients,Prostate_GSE6919_U95C,12646,10.979778475231594
KruskallWallisFilter,Prostate_GSE6919_U95C,12646,7.89586481593904
Lasso,Prostate_GSE6919_U95C,12646,0.742767992473784
RandomForest,Prostate_GSE6919_U95C,12646,0.3436701562669542
SVMRFE,Prostate_GSE6919_U95C,12646,766.8917631081173
Sensitivity,Prostate_GSE6919_U95C,12646,36.36279376726302
VAE,Prostate_GSE6919_U95C,12646,8.998007146138994
